region,animal,prod_system,number
1521,höns,conventional,8898.01103078081
1521,värpkycklingar,conventional,1341.7796857940552
1521,slaktkycklingar,conventional,2212.0227413286757
1521,kalkoner,conventional,0.0
1521,hästar,conventional,5692.515497276663
1522,kor för mjölkproduktion,conventional,1102.5451250144633
1522,kor för uppfödning av kalvar,conventional,849.4514035802017
1522,"kvigor, tjurar och stutar",conventional,1984.1183000728413
1522,"kalvar, under 1 år",conventional,1880.2978929180017
1522,baggar och tackor,conventional,1282.255230679389
1522,lamm,conventional,1092.1158515526581
1522,galtar för avel,conventional,7.948252333969649
1522,suggor för avel,conventional,578.3110387104157
1522,"slaktgrisar, 20 kg och däröver",conventional,1938.7970993892382
1522,"smågrisar, under 20 kg",conventional,1637.0821296930924
1522,höns,conventional,16775.5376026074
1522,värpkycklingar,conventional,7085.22122109299
1522,slaktkycklingar,conventional,0.0
1522,kalkoner,conventional,0.0
1522,hästar,conventional,1662.9563478774612
1611,kor för mjölkproduktion,conventional,1641.3419407755323
1611,kor för uppfödning av kalvar,conventional,671.1932373519951
1611,"kvigor, tjurar och stutar",conventional,2327.0435145949496
1611,"kalvar, under 1 år",conventional,2386.9726674083627
1611,baggar och tackor,conventional,879.2728503761552
1611,lamm,conventional,853.7682697524298
1611,galtar för avel,conventional,10.987706173681339
1611,suggor för avel,conventional,798.977250786614
1611,"slaktgrisar, 20 kg och däröver",conventional,4440.211274616553
1611,"smågrisar, under 20 kg",conventional,1929.7625168957327
1611,höns,conventional,3772.3140219880434
1611,värpkycklingar,conventional,0.0
1611,slaktkycklingar,conventional,20783.68725728316
1611,kalkoner,conventional,0.0
1611,hästar,conventional,2505.0526051164106
1612,kor för mjölkproduktion,conventional,3634.936985086091
1612,kor för uppfödning av kalvar,conventional,1391.331595114844
1612,"kvigor, tjurar och stutar",conventional,6090.563396539827
1612,"kalvar, under 1 år",conventional,5617.667352506422
1612,baggar och tackor,conventional,1676.268803797361
1612,lamm,conventional,1779.0758223969851
1612,galtar för avel,conventional,6.52646050223626
1612,suggor för avel,conventional,947.7234495022834
1612,"slaktgrisar, 20 kg och däröver",conventional,10505.328130221556
1612,"smågrisar, under 20 kg",conventional,2713.1371406158096
1612,höns,conventional,1914.4637349038155
1612,värpkycklingar,conventional,0.0
1612,slaktkycklingar,conventional,101706.4339833487
1612,kalkoner,conventional,0.0
1612,hästar,conventional,2567.8701647880234
1613,kor för mjölkproduktion,conventional,3648.583825464967
1613,kor för uppfödning av kalvar,conventional,1457.7223143673052
1613,"kvigor, tjurar och stutar",conventional,6361.083079333341
1613,"kalvar, under 1 år",conventional,5929.132247699575
1613,baggar och tackor,conventional,1570.1132763672608
1613,lamm,conventional,1818.5523771487651
1613,galtar för avel,conventional,3.925144537454723
1613,suggor för avel,conventional,708.8744747851448
1613,"slaktgrisar, 20 kg och däröver",conventional,9037.254110416634
1613,"smågrisar, under 20 kg",conventional,2964.2697953845986
1613,höns,conventional,3976.3667228523323
1613,värpkycklingar,conventional,1695.6425003567672
1613,slaktkycklingar,conventional,46876.26195832785
1613,kalkoner,conventional,0.0
1613,hästar,conventional,2692.590640089729
1614,kor för mjölkproduktion,conventional,3931.340409112652
1614,kor för uppfödning av kalvar,conventional,894.4153563728294
1614,"kvigor, tjurar och stutar",conventional,4532.214902130466
1614,"kalvar, under 1 år",conventional,4509.313095004629
1614,baggar och tackor,conventional,1125.0548533195379
1614,lamm,conventional,1134.1411641281395
1614,galtar för avel,conventional,11.236055756603355
1614,suggor för avel,conventional,1463.139315413682
1614,"slaktgrisar, 20 kg och däröver",conventional,12977.178509386691
1614,"smågrisar, under 20 kg",conventional,4855.477274245075
1614,höns,conventional,6368.579840416223
1614,värpkycklingar,conventional,0.0
1614,slaktkycklingar,conventional,865467.6866412454
1614,kalkoner,conventional,0.0
1614,hästar,conventional,1946.3825800312843
1615,kor för mjölkproduktion,conventional,2083.3207048754794
1615,kor för uppfödning av kalvar,conventional,720.817262464129
1615,"kvigor, tjurar och stutar",conventional,2479.7612265506227
1615,"kalvar, under 1 år",conventional,2932.617337822117
1615,baggar och tackor,conventional,1172.8276043912692
1615,lamm,conventional,1074.3002741661353
1615,galtar för avel,conventional,6.970383466317361
1615,suggor för avel,conventional,1419.7674627773208
1615,"slaktgrisar, 20 kg och däröver",conventional,16155.185503096838
1615,"smågrisar, under 20 kg",conventional,7689.384309248044
1615,höns,conventional,1869.717898252726
1615,värpkycklingar,conventional,0.0
1615,slaktkycklingar,conventional,798426.6512112755
1615,kalkoner,conventional,0.0
1615,hästar,conventional,1587.2056096822228
1616,kor för mjölkproduktion,conventional,4049.3357738080085
1616,kor för uppfödning av kalvar,conventional,665.0608150905713
1616,"kvigor, tjurar och stutar",conventional,3795.644192107229
1616,"kalvar, under 1 år",conventional,3737.4689563368393
1616,baggar och tackor,conventional,1119.992681242405
1616,lamm,conventional,1080.2907362155395
1616,galtar för avel,conventional,25.618043487252283
1616,suggor för avel,conventional,3671.705077163709
1616,"slaktgrisar, 20 kg och däröver",conventional,8781.59014185252
1616,"smågrisar, under 20 kg",conventional,4973.638743284415
1616,höns,conventional,48314.63412623728
1616,värpkycklingar,conventional,0.0
1616,slaktkycklingar,conventional,614312.6156247325
1616,kalkoner,conventional,0.0
1616,hästar,conventional,2142.6956738204244
1617,kor för mjölkproduktion,conventional,1856.4497989286795
1617,kor för uppfödning av kalvar,conventional,350.18046229626333
1617,"kvigor, tjurar och stutar",conventional,2113.640900952636
1617,"kalvar, under 1 år",conventional,1683.501121821607
1617,baggar och tackor,conventional,806.712744013064
1617,lamm,conventional,751.6541839884146
1617,galtar för avel,conventional,9.5040224802328
1617,suggor för avel,conventional,1358.267348495505
1617,"slaktgrisar, 20 kg och däröver",conventional,4020.7391407547734
1617,"smågrisar, under 20 kg",conventional,3453.5158769821137
1617,höns,conventional,7811.388678407768
1617,värpkycklingar,conventional,0.0
1617,slaktkycklingar,conventional,344359.02877223
1617,kalkoner,conventional,0.0
1617,hästar,conventional,1084.604561942413
1621,kor för mjölkproduktion,conventional,2481.695102282946
1621,kor för uppfödning av kalvar,conventional,1030.586102498257
1621,"kvigor, tjurar och stutar",conventional,3784.1437201754047
1621,"kalvar, under 1 år",conventional,3601.6618365943527
1621,baggar och tackor,conventional,1920.0988619565
1621,lamm,conventional,1914.8425642210793
1621,galtar för avel,conventional,21.14586326949447
1621,suggor för avel,conventional,2297.081165754193
1621,"slaktgrisar, 20 kg och däröver",conventional,13179.380640811687
1621,"smågrisar, under 20 kg",conventional,8073.132778699703
1621,höns,conventional,60653.86824960286
1621,värpkycklingar,conventional,50588.426492079045
1621,slaktkycklingar,conventional,51464.86305895919
1621,kalkoner,conventional,0.0
1621,hästar,conventional,4564.6618738029465
1622,kor för mjölkproduktion,conventional,1289.704895877556
1622,kor för uppfödning av kalvar,conventional,577.9626944050694
1622,"kvigor, tjurar och stutar",conventional,2198.064741739647
1622,"kalvar, under 1 år",conventional,2218.235220008539
1622,baggar och tackor,conventional,972.2763276099616
1622,lamm,conventional,1015.7506995322739
1622,galtar för avel,conventional,27.247070315436737
1622,suggor för avel,conventional,3532.215078564896
1622,"slaktgrisar, 20 kg och däröver",conventional,33849.72507944001
1622,"smågrisar, under 20 kg",conventional,11014.112259240894
1622,höns,conventional,148357.76648335197
1622,värpkycklingar,conventional,63481.27435588691
1622,slaktkycklingar,conventional,141364.01009652115
1622,kalkoner,conventional,0.0
1622,hästar,conventional,3145.236754274782
1623,kor för mjölkproduktion,conventional,948.6711927565891
1623,kor för uppfödning av kalvar,conventional,481.87818103145304
1623,"kvigor, tjurar och stutar",conventional,1654.2421945904032
1623,"kalvar, under 1 år",conventional,1706.401700059801
1623,baggar och tackor,conventional,914.275809624381
1623,lamm,conventional,876.2543283755965
1623,galtar för avel,conventional,18.37015727108797
1623,suggor för avel,conventional,2675.225396932892
1623,"slaktgrisar, 20 kg och däröver",conventional,27242.273428698874
1623,"smågrisar, under 20 kg",conventional,8531.525516818967
1623,höns,conventional,74290.87148883197
1623,värpkycklingar,conventional,309.7875058213616
1623,slaktkycklingar,conventional,884.5280967760325
1623,kalkoner,conventional,0.0
1623,hästar,conventional,2065.2735997104
1711,kor för mjölkproduktion,conventional,1320.7295296247519
1711,kor för uppfödning av kalvar,conventional,888.1723493809909
1711,"kvigor, tjurar och stutar",conventional,3106.5763629688736
1711,"kalvar, under 1 år",conventional,2525.4655514501087
1711,baggar och tackor,conventional,1132.1872365485226
1711,lamm,conventional,1110.5296028120758
1711,galtar för avel,conventional,1.7907812928804667
1711,suggor för avel,conventional,102.25171364136352
1711,"slaktgrisar, 20 kg och däröver",conventional,4676.37479477433
1711,"smågrisar, under 20 kg",conventional,2210.667382752383
1711,höns,conventional,0.0
1711,värpkycklingar,conventional,205.37132422923352
1711,slaktkycklingar,conventional,0.0
1711,kalkoner,conventional,2442.322628888245
1711,hästar,conventional,2660.967679581453
1712,kor för mjölkproduktion,conventional,1089.5528389013775
1712,kor för uppfödning av kalvar,conventional,954.0074419561302
1712,"kvigor, tjurar och stutar",conventional,3004.8220609682166
1712,"kalvar, under 1 år",conventional,2447.1041743752508
1712,baggar och tackor,conventional,1176.6425116060707
1712,lamm,conventional,1184.7360112026154
1712,galtar för avel,conventional,6.386133240883588
1712,suggor för avel,conventional,1203.1137573518247
1712,"slaktgrisar, 20 kg och däröver",conventional,8792.90444882424
1712,"smågrisar, under 20 kg",conventional,5895.220785045613
1712,höns,conventional,6773.851635377554
1712,värpkycklingar,conventional,314.23615806258005
1712,slaktkycklingar,conventional,0.0
1712,kalkoner,conventional,1587.7463486983684
1712,hästar,conventional,2822.3828473407852
1713,kor för mjölkproduktion,conventional,1144.4539323564445
1713,kor för uppfödning av kalvar,conventional,1091.432000026533
1713,"kvigor, tjurar och stutar",conventional,2560.6599397668037
1713,"kalvar, under 1 år",conventional,2290.599841357449
1713,baggar och tackor,conventional,1302.5139526927796
1713,lamm,conventional,1042.1358165881766
1713,galtar för avel,conventional,3.1181805300023155
1713,suggor för avel,conventional,72.06014887476294
1713,"slaktgrisar, 20 kg och däröver",conventional,4554.0719028374
1713,"smågrisar, under 20 kg",conventional,673.6951393567432
1713,höns,conventional,2398.5297733963953
1713,värpkycklingar,conventional,9.05839895980938
1713,slaktkycklingar,conventional,0.0
1713,kalkoner,conventional,0.0
1713,hästar,conventional,2374.0861852767025
1721,kor för mjölkproduktion,conventional,616.2276938130244
1721,kor för uppfödning av kalvar,conventional,621.2939594229978
1721,"kvigor, tjurar och stutar",conventional,1487.1381429223054
1721,"kalvar, under 1 år",conventional,1263.4733438002759
1721,baggar och tackor,conventional,934.971778445318
1721,lamm,conventional,820.402424927129
1721,galtar för avel,conventional,4.271262215264348
1721,suggor för avel,conventional,402.0637622528447
1721,"slaktgrisar, 20 kg och däröver",conventional,1697.2723310608765
1721,"smågrisar, under 20 kg",conventional,686.5989905037532
1721,höns,conventional,4361.807272117923
1721,värpkycklingar,conventional,52.62184626681076
1721,slaktkycklingar,conventional,0.0
1721,kalkoner,conventional,0.0
1721,hästar,conventional,1611.9481975268084
1722,kor för mjölkproduktion,conventional,1282.0878873876723
1722,kor för uppfödning av kalvar,conventional,738.2595262403704
1722,"kvigor, tjurar och stutar",conventional,2248.200366312273
1722,"kalvar, under 1 år",conventional,1882.3573643557693
1722,baggar och tackor,conventional,657.2003328641689
1722,lamm,conventional,648.1611454511287
1722,galtar för avel,conventional,8.667655557178918
1722,suggor för avel,conventional,923.7345326088692
1722,"slaktgrisar, 20 kg och däröver",conventional,9213.365096860753
1722,"smågrisar, under 20 kg",conventional,5941.5183078598175
1722,höns,conventional,4399.004172946083
1722,värpkycklingar,conventional,0.0
1722,slaktkycklingar,conventional,0.0
1722,kalkoner,conventional,865.1688992133307
1722,hästar,conventional,1868.0633035847854
1723,kor för mjölkproduktion,conventional,186.33544967105297
1723,kor för uppfödning av kalvar,conventional,349.38753026392624
1723,"kvigor, tjurar och stutar",conventional,751.3941673165654
1723,"kalvar, under 1 år",conventional,584.6338268182644
1723,baggar och tackor,conventional,917.7851517306622
1723,lamm,conventional,751.637063128353
1723,galtar för avel,conventional,1.8735804474881883
1723,suggor för avel,conventional,65.79396675994356
1723,"slaktgrisar, 20 kg och däröver",conventional,313.0725667054561
1723,"smågrisar, under 20 kg",conventional,208.6722797734653
1723,höns,conventional,6007.035090990328
1723,värpkycklingar,conventional,505.97767353845757
1723,slaktkycklingar,conventional,0.0
1723,kalkoner,conventional,104.7621232000555
1723,hästar,conventional,1384.243761655368
1724,kor för mjölkproduktion,conventional,464.4664445347832
1724,kor för uppfödning av kalvar,conventional,493.48839103226254
1724,"kvigor, tjurar och stutar",conventional,850.4908900458651
1724,"kalvar, under 1 år",conventional,671.2182912408051
1724,baggar och tackor,conventional,1011.4027563769562
1724,lamm,conventional,629.5170486165082
1724,galtar för avel,conventional,1.7673317858337751
1724,suggor för avel,conventional,222.7621674222456
1724,"slaktgrisar, 20 kg och däröver",conventional,3359.924055385854
1724,"smågrisar, under 20 kg",conventional,462.2912758662437
1724,höns,conventional,72.50333324806621
1724,värpkycklingar,conventional,0.0
1724,slaktkycklingar,conventional,0.0
1724,kalkoner,conventional,0.0
1724,hästar,conventional,1716.2054198009405
1811,kor för mjölkproduktion,conventional,1242.0367746101751
1811,kor för uppfödning av kalvar,conventional,578.5105201307833
1811,"kvigor, tjurar och stutar",conventional,1959.5161552302648
1811,"kalvar, under 1 år",conventional,2045.2240296947414
1811,baggar och tackor,conventional,2393.2886000671365
1811,lamm,conventional,2025.4361042024466
1811,galtar för avel,conventional,2.6785591807053115
1811,suggor för avel,conventional,459.5011844482419
1811,"slaktgrisar, 20 kg och däröver",conventional,1941.5224251652526
1811,"smågrisar, under 20 kg",conventional,413.22777953625325
1811,höns,conventional,352395.4458030596
1811,värpkycklingar,conventional,262232.40380209277
1811,slaktkycklingar,conventional,16651.056141611807
1811,kalkoner,conventional,0.0
1811,hästar,conventional,2230.130430515524
1812,kor för mjölkproduktion,conventional,1665.7212128679462
1812,kor för uppfödning av kalvar,conventional,862.4976361411548
1812,"kvigor, tjurar och stutar",conventional,2834.58951099017
1812,"kalvar, under 1 år",conventional,2925.8717615771247
1812,baggar och tackor,conventional,2176.978605494319
1812,lamm,conventional,2071.0069052767094
1812,galtar för avel,conventional,11.576185320445466
1812,suggor för avel,conventional,1857.287616652299
1812,"slaktgrisar, 20 kg och däröver",conventional,16495.135129371978
1812,"smågrisar, under 20 kg",conventional,4047.801848897695
1812,höns,conventional,115620.95555585012
1812,värpkycklingar,conventional,10564.461900111048
1812,slaktkycklingar,conventional,71225.11084615372
1812,kalkoner,conventional,0.0
1812,hästar,conventional,4713.491613949092
1813,kor för mjölkproduktion,conventional,805.9271138584312
1813,kor för uppfödning av kalvar,conventional,561.5393970747481
1813,"kvigor, tjurar och stutar",conventional,1578.6602221504331
1813,"kalvar, under 1 år",conventional,1484.1810040665557
1813,baggar och tackor,conventional,867.9007523799867
1813,lamm,conventional,951.6695891665221
1813,galtar för avel,conventional,4.772349034577098
1813,suggor för avel,conventional,889.9688180652847
1813,"slaktgrisar, 20 kg och däröver",conventional,5659.199211326885
1813,"smågrisar, under 20 kg",conventional,2244.8187981045635
1813,höns,conventional,49143.12337440706
1813,värpkycklingar,conventional,118.85644624894096
1813,slaktkycklingar,conventional,3927.714090814382
1813,kalkoner,conventional,0.0
1813,hästar,conventional,2263.5677985067337
1821,kor för mjölkproduktion,conventional,703.8638146161802
1821,kor för uppfödning av kalvar,conventional,617.411518182423
1821,"kvigor, tjurar och stutar",conventional,1592.8630234605523
1821,"kalvar, under 1 år",conventional,1550.118090381743
1821,baggar och tackor,conventional,1269.9832474573327
1821,lamm,conventional,1212.8162104903804
1821,galtar för avel,conventional,9.261384342493777
1821,suggor för avel,conventional,1583.2935535054971
1821,"slaktgrisar, 20 kg och däröver",conventional,8539.732666236496
1821,"smågrisar, under 20 kg",conventional,4847.831897565017
1821,höns,conventional,96439.61555624036
1821,värpkycklingar,conventional,6129.435979347544
1821,slaktkycklingar,conventional,40.3668590555531
1821,kalkoner,conventional,0.0
1821,hästar,conventional,2666.533790418637
1911,kor för mjölkproduktion,conventional,1176.048569838846
1911,kor för uppfödning av kalvar,conventional,669.3835792223342
1911,"kvigor, tjurar och stutar",conventional,1626.1657830540453
1911,"kalvar, under 1 år",conventional,1988.012867690576
1911,baggar och tackor,conventional,1467.761013722878
1911,lamm,conventional,1498.6645934203498
1911,galtar för avel,conventional,17.513854548570453
1911,suggor för avel,conventional,3020.4873958189883
1911,"slaktgrisar, 20 kg och däröver",conventional,12169.722976770767
1911,"smågrisar, under 20 kg",conventional,5443.196376464819
1911,höns,conventional,97265.11181854426
1911,värpkycklingar,conventional,0.0
1911,slaktkycklingar,conventional,166831.03890294104
1911,kalkoner,conventional,0.0
1911,hästar,conventional,3452.810571483056
1912,kor för mjölkproduktion,conventional,1056.008217266954
1912,kor för uppfödning av kalvar,conventional,396.38471960257533
1912,"kvigor, tjurar och stutar",conventional,1284.0282332903107
1912,"kalvar, under 1 år",conventional,1503.8735642598397
1912,baggar och tackor,conventional,783.6924821264164
1912,lamm,conventional,772.5935492490547
1912,galtar för avel,conventional,8.263882052921408
1912,suggor för avel,conventional,464.63572602468247
1912,"slaktgrisar, 20 kg och däröver",conventional,2468.6480437366604
1912,"smågrisar, under 20 kg",conventional,1013.6057565296414
1912,höns,conventional,339.13348475354843
1912,värpkycklingar,conventional,0.0
1912,slaktkycklingar,conventional,676.1758420690234
1912,kalkoner,conventional,0.0
1912,hästar,conventional,2947.686666842513
1921,kor för mjölkproduktion,conventional,1187.3766588259682
1921,kor för uppfödning av kalvar,conventional,610.249749047138
1921,"kvigor, tjurar och stutar",conventional,1733.337812935784
1921,"kalvar, under 1 år",conventional,2461.668686478446
1921,baggar och tackor,conventional,1088.3788526505623
1921,lamm,conventional,1114.9345135055592
1921,galtar för avel,conventional,24.833468743761504
1921,suggor för avel,conventional,3668.7175136111955
1921,"slaktgrisar, 20 kg och däröver",conventional,13553.728232097086
1921,"smågrisar, under 20 kg",conventional,6704.818937638862
1921,höns,conventional,51720.21288710276
1921,värpkycklingar,conventional,16.37617073827667
1921,slaktkycklingar,conventional,1754.4357335302977
1921,kalkoner,conventional,0.0
1921,hästar,conventional,3526.269810064987
1922,kor för mjölkproduktion,conventional,787.4676442245695
1922,kor för uppfödning av kalvar,conventional,370.58880172058593
1922,"kvigor, tjurar och stutar",conventional,1034.114672038534
1922,"kalvar, under 1 år",conventional,1022.307493954183
1922,baggar och tackor,conventional,856.8081689285852
1922,lamm,conventional,934.7435513858754
1922,galtar för avel,conventional,9.263300452896535
1922,suggor för avel,conventional,695.5371729455879
1922,"slaktgrisar, 20 kg och däröver",conventional,959.0250447020309
1922,"smågrisar, under 20 kg",conventional,1927.3909576716378
1922,höns,conventional,9617.557603270734
1922,värpkycklingar,conventional,2980.7075488335972
1922,slaktkycklingar,conventional,3.4978569880092687
1922,kalkoner,conventional,0.0
1922,hästar,conventional,2660.975008249011
2011,kor för mjölkproduktion,conventional,2948.6566252244506
2011,kor för uppfödning av kalvar,conventional,1647.9894880785791
2011,"kvigor, tjurar och stutar",conventional,4346.759189703936
2011,"kalvar, under 1 år",conventional,4730.269461715496
2011,baggar och tackor,conventional,2669.408328185649
2011,lamm,conventional,2343.3269013199865
2011,galtar för avel,conventional,5.200877376714967
2011,suggor för avel,conventional,1111.5149290201905
2011,"slaktgrisar, 20 kg och däröver",conventional,2343.6317478477745
2011,"smågrisar, under 20 kg",conventional,1747.313847806723
2011,höns,conventional,43545.47934448196
2011,värpkycklingar,conventional,0.0
2011,slaktkycklingar,conventional,0.0
2011,kalkoner,conventional,0.0
2011,hästar,conventional,10344.159815097233
2012,kor för mjölkproduktion,conventional,1502.1404520930869
2012,kor för uppfödning av kalvar,conventional,963.6073458193842
2012,"kvigor, tjurar och stutar",conventional,2105.657600177026
2012,"kalvar, under 1 år",conventional,2172.2115009625895
2012,baggar och tackor,conventional,2563.2808376302546
2012,lamm,conventional,2237.770095077605
2012,galtar för avel,conventional,5.537629180711401
2012,suggor för avel,conventional,105.65585567699623
2012,"slaktgrisar, 20 kg och däröver",conventional,554.4927810472832
2012,"smågrisar, under 20 kg",conventional,460.60506963188175
2012,höns,conventional,435.35833242444005
2012,värpkycklingar,conventional,0.0
2012,slaktkycklingar,conventional,0.0
2012,kalkoner,conventional,0.0
2012,hästar,conventional,6667.342521793743
2019,kor för mjölkproduktion,conventional,21.16013715915723
2019,kor för uppfödning av kalvar,conventional,25.041530420969632
2019,"kvigor, tjurar och stutar",conventional,27.85881083519427
2019,"kalvar, under 1 år",conventional,34.33126614862729
2019,baggar och tackor,conventional,58.817019254554445
2019,lamm,conventional,39.66179460465355
2019,galtar för avel,conventional,1.0516418332900812
2019,suggor för avel,conventional,5.258209166450406
2019,"slaktgrisar, 20 kg och däröver",conventional,11.918607443954254
2019,"smågrisar, under 20 kg",conventional,8.41313466632065
2019,höns,conventional,0.0
2019,värpkycklingar,conventional,0.0
2019,slaktkycklingar,conventional,0.0
2019,kalkoner,conventional,0.0
2019,hästar,conventional,268.24487836971406
2111,kor för mjölkproduktion,conventional,3711.141394275971
2111,kor för uppfödning av kalvar,conventional,1973.5628115423046
2111,"kvigor, tjurar och stutar",conventional,5730.48172757017
2111,"kalvar, under 1 år",conventional,5474.7122586962305
2111,baggar och tackor,conventional,3191.0584501329076
2111,lamm,conventional,2996.9801981818428
2111,galtar för avel,conventional,6.177289758617595
2111,suggor för avel,conventional,110.49263631424607
2111,"slaktgrisar, 20 kg och däröver",conventional,3433.418862804238
2111,"smågrisar, under 20 kg",conventional,1302.9651123993651
2111,höns,conventional,13364.778711132665
2111,värpkycklingar,conventional,0.0
2111,slaktkycklingar,conventional,1837.2103474898038
2111,kalkoner,conventional,0.0
2111,hästar,conventional,5112.070148480348
2121,kor för mjölkproduktion,conventional,1590.673251918903
2121,kor för uppfödning av kalvar,conventional,1050.5737999204669
2121,"kvigor, tjurar och stutar",conventional,2851.0840315906607
2121,"kalvar, under 1 år",conventional,2759.2551147914714
2121,baggar och tackor,conventional,1867.2087871208087
2121,lamm,conventional,1655.5575564005849
2121,galtar för avel,conventional,1.9615132676237366
2121,suggor för avel,conventional,19.23859541411091
2121,"slaktgrisar, 20 kg och däröver",conventional,759.0905390498364
2121,"smågrisar, under 20 kg",conventional,386.60515231385904
2121,höns,conventional,36396.9189582268
2121,värpkycklingar,conventional,0.0
2121,slaktkycklingar,conventional,1338.288441542842
2121,kalkoner,conventional,0.0
2121,hästar,conventional,4936.674373463538
2122,kor för mjölkproduktion,conventional,240.21540517498005
2122,kor för uppfödning av kalvar,conventional,375.48497506389356
2122,"kvigor, tjurar och stutar",conventional,746.3390800928682
2122,"kalvar, under 1 år",conventional,769.2263726314212
2122,baggar och tackor,conventional,702.4040721451656
2122,lamm,conventional,629.8940507818329
2122,galtar för avel,conventional,2.9319163601485805
2122,suggor för avel,conventional,14.31796846188971
2122,"slaktgrisar, 20 kg och däröver",conventional,28.828570486791467
2122,"smågrisar, under 20 kg",conventional,20.49796925411234
2122,höns,conventional,2550.10410709907
2122,värpkycklingar,conventional,0.0
2122,slaktkycklingar,conventional,264.0013786149744
2122,kalkoner,conventional,0.0
2122,hästar,conventional,1388.6448590922023
2211,kor för mjölkproduktion,conventional,1681.0243516286007
2211,kor för uppfödning av kalvar,conventional,704.9412623804644
2211,"kvigor, tjurar och stutar",conventional,1829.365163064855
2211,"kalvar, under 1 år",conventional,1663.9580200076168
2211,baggar och tackor,conventional,938.8545636163026
2211,lamm,conventional,704.471463386388
2211,galtar för avel,conventional,8.422712105230922
2211,suggor för avel,conventional,41.048083625978606
2211,"slaktgrisar, 20 kg och däröver",conventional,227.7973259084322
2211,"smågrisar, under 20 kg",conventional,110.16139808733246
2211,höns,conventional,16727.926752921565
2211,värpkycklingar,conventional,0.0
2211,slaktkycklingar,conventional,0.0
2211,kalkoner,conventional,0.0
2211,hästar,conventional,1990.98480434824
2212,kor för mjölkproduktion,conventional,2513.4461023634058
2212,kor för uppfödning av kalvar,conventional,1024.6290463623372
2212,"kvigor, tjurar och stutar",conventional,2596.600438511505
2212,"kalvar, under 1 år",conventional,2457.8202570785434
2212,baggar och tackor,conventional,1463.7300997641269
2212,lamm,conventional,1175.2420174958697
2212,galtar för avel,conventional,13.459507019567583
2212,suggor för avel,conventional,382.6036798427742
2212,"slaktgrisar, 20 kg och däröver",conventional,971.1447479510202
2212,"smågrisar, under 20 kg",conventional,409.93004682139735
2212,höns,conventional,17811.704034869603
2212,värpkycklingar,conventional,0.0
2212,slaktkycklingar,conventional,0.0
2212,kalkoner,conventional,0.0
2212,hästar,conventional,2632.115136510904
2221,kor för mjölkproduktion,conventional,2209.2668441590404
2221,kor för uppfödning av kalvar,conventional,1123.4273797194564
2221,"kvigor, tjurar och stutar",conventional,2955.9947290751606
2221,"kalvar, under 1 år",conventional,2805.0046290554324
2221,baggar och tackor,conventional,1252.9854417465976
2221,lamm,conventional,937.8541906677679
2221,galtar för avel,conventional,5.868628611538805
2221,suggor för avel,conventional,319.5548565543058
2221,"slaktgrisar, 20 kg och däröver",conventional,2256.0326721058323
2221,"smågrisar, under 20 kg",conventional,1094.94951142718
2221,höns,conventional,35.24857654605839
2221,värpkycklingar,conventional,0.0
2221,slaktkycklingar,conventional,280.2724597916916
2221,kalkoner,conventional,0.0
2221,hästar,conventional,3430.681114612509
2311,kor för mjölkproduktion,conventional,2810.7124494461073
2311,kor för uppfödning av kalvar,conventional,1228.8150121301076
2311,"kvigor, tjurar och stutar",conventional,3478.1427361474443
2311,"kalvar, under 1 år",conventional,3298.773389366728
2311,baggar och tackor,conventional,1658.2412795701002
2311,lamm,conventional,1246.400100593429
2311,galtar för avel,conventional,1.965221041140619
2311,suggor för avel,conventional,33.22981589681529
2311,"slaktgrisar, 20 kg och däröver",conventional,367.491198501803
2311,"smågrisar, under 20 kg",conventional,70.58458478919059
2311,höns,conventional,2828.9662252325247
2311,värpkycklingar,conventional,0.0
2311,slaktkycklingar,conventional,0.0
2311,kalkoner,conventional,0.0
2311,hästar,conventional,3454.854561123421
2312,kor för mjölkproduktion,conventional,1458.4081936011653
2312,kor för uppfödning av kalvar,conventional,655.7721275518992
2312,"kvigor, tjurar och stutar",conventional,1951.7118093552876
2312,"kalvar, under 1 år",conventional,1842.9144885878536
2312,baggar och tackor,conventional,1188.163759560527
2312,lamm,conventional,945.0395833097577
2312,galtar för avel,conventional,5.299579197152973
2312,suggor för avel,conventional,45.475090001002904
2312,"slaktgrisar, 20 kg och däröver",conventional,304.8631958472636
2312,"smågrisar, under 20 kg",conventional,114.13582920390539
2312,höns,conventional,3355.1042740460407
2312,värpkycklingar,conventional,0.0
2312,slaktkycklingar,conventional,0.0
2312,kalkoner,conventional,0.0
2312,hästar,conventional,2218.232998272044
2319,kor för mjölkproduktion,conventional,535.9547852113583
2319,kor för uppfödning av kalvar,conventional,343.08876802323704
2319,"kvigor, tjurar och stutar",conventional,726.0419885891777
2319,"kalvar, under 1 år",conventional,728.4340699837489
2319,baggar och tackor,conventional,542.6290086478408
2319,lamm,conventional,407.8699278692037
2319,galtar för avel,conventional,1.2386850308646948
2319,suggor för avel,conventional,19.61371247136131
2319,"slaktgrisar, 20 kg och däröver",conventional,198.31579703402215
2319,"smågrisar, under 20 kg",conventional,46.908199253255894
2319,höns,conventional,796.005574667776
2319,värpkycklingar,conventional,0.0
2319,slaktkycklingar,conventional,0.0
2319,kalkoner,conventional,0.0
2319,hästar,conventional,687.187599305414
2331,kor för mjölkproduktion,conventional,507.2471642523319
2331,kor för uppfödning av kalvar,conventional,417.60921152358793
2331,"kvigor, tjurar och stutar",conventional,806.4836578620786
