f_species,f_breed,f_prod_system,f_region,x0_animals
sheep,none,organic,111,674.314742395144
pigs,none,organic,111,5.435951663708444
poultry,layer,organic,111,2794.479833900704
poultry,broiler,organic,111,0.0
cattle,dairy,organic,112,182.6322983558919
cattle,beef,organic,112,434.2377748674571
sheep,none,organic,112,721.5248037911708
pigs,none,organic,112,9.9160451719852
poultry,layer,organic,112,1224.1132017817336
poultry,broiler,organic,112,0.0
cattle,dairy,organic,311,858.9117887525715
cattle,beef,organic,311,652.2140529511491
sheep,none,organic,311,982.30420221745
pigs,none,organic,311,8.846855616173153
poultry,layer,organic,311,1156.7070899012472
poultry,broiler,organic,311,1.7389583566891196
cattle,dairy,organic,312,473.9673826609431
cattle,beef,organic,312,528.4174025279056
sheep,none,organic,312,540.3462937281746
pigs,none,organic,312,9.52202027377257
poultry,layer,organic,312,881.5524907470318
poultry,broiler,organic,312,0.0
cattle,dairy,organic,321,189.11416129399723
cattle,beef,organic,321,493.1933248220652
sheep,none,organic,321,506.8374806383576
pigs,none,organic,321,26.52767373178653
poultry,layer,organic,321,9869.201795890209
poultry,broiler,organic,321,46.57122929383842
cattle,dairy,organic,322,180.57842754899724
cattle,beef,organic,322,318.08588712869977
sheep,none,organic,322,308.5123266199217
pigs,none,organic,322,7.233903747559346
poultry,layer,organic,322,365.57690560275006
poultry,broiler,organic,322,0.0
cattle,dairy,organic,411,669.024141526265
cattle,beef,organic,411,801.8038434476871
sheep,none,organic,411,921.5543266892554
pigs,none,organic,411,58.40543095264805
poultry,layer,organic,411,14686.502590363383
poultry,broiler,organic,411,7192.105537930256
cattle,dairy,organic,421,385.3389108917832
cattle,beef,organic,421,708.4316802944356
sheep,none,organic,421,743.9446036345365
pigs,none,organic,421,8.254491774166828
poultry,layer,organic,421,13245.010473138973
poultry,broiler,organic,421,5082.966258433508
cattle,dairy,organic,422,148.54783703145935
cattle,beef,organic,422,450.13049308049807
sheep,none,organic,422,704.1412845784087
pigs,none,organic,422,5.001357249796918
poultry,layer,organic,422,615.5752525726076
poultry,broiler,organic,422,3656.585476900644
cattle,dairy,organic,431,667.705806497919
cattle,beef,organic,431,1039.7714688850317
sheep,none,organic,431,1037.4779521130104
pigs,none,organic,431,54.951645687543056
poultry,layer,organic,431,16871.014671847173
poultry,broiler,organic,431,8818.998476352503
cattle,dairy,organic,511,967.8240163966244
cattle,beef,organic,511,1302.0916919315
sheep,none,organic,511,1301.893460305492
pigs,none,organic,511,32.34765061828638
poultry,layer,organic,511,58637.66639700676
poultry,broiler,organic,511,105.88586008709404
cattle,dairy,organic,512,1210.369089671157
cattle,beef,organic,512,1290.9767350675572
sheep,none,organic,512,905.7948408594574
pigs,none,organic,512,5.667997580738826
poultry,layer,organic,512,16661.38344344536
poultry,broiler,organic,512,339.3692858222696
cattle,dairy,organic,513,427.60088483011566
cattle,beef,organic,513,996.8871841770856
sheep,none,organic,513,590.0215531502374
pigs,none,organic,513,137.4834562367349
poultry,layer,organic,513,107263.02256593558
poultry,broiler,organic,513,3364.429078560271
cattle,dairy,organic,514,1667.0000447436423
cattle,beef,organic,514,1378.6273944227808
sheep,none,organic,514,1058.489692575987
pigs,none,organic,514,56.46342546765624
poultry,layer,organic,514,109443.31077275243
poultry,broiler,organic,514,1429.5076893462508
cattle,dairy,organic,515,982.406820738458
cattle,beef,organic,515,1592.227257298771
sheep,none,organic,515,1292.9136019204177
pigs,none,organic,515,24.168364505256008
poultry,layer,organic,515,41040.467133662525
poultry,broiler,organic,515,3219.8026115982907
cattle,dairy,organic,521,582.9984269735176
cattle,beef,organic,521,894.356727899681
sheep,none,organic,521,795.9472924813903
pigs,none,organic,521,14.41935759870332
poultry,layer,organic,521,26883.8626549256
poultry,broiler,organic,521,2372.764252555153
cattle,dairy,organic,611,721.2139301340123
cattle,beef,organic,611,941.2059114526808
sheep,none,organic,611,498.5626661091413
pigs,none,organic,611,1.890105416018456
poultry,layer,organic,611,2423.590493412702
poultry,broiler,organic,611,0.0
cattle,dairy,organic,612,1143.1485499305882
cattle,beef,organic,612,1370.2698831239998
sheep,none,organic,612,555.0334290992541
pigs,none,organic,612,11.403628334878096
poultry,layer,organic,612,8722.874588424775
poultry,broiler,organic,612,48.10703040183885
cattle,dairy,organic,621,801.0040924790953
cattle,beef,organic,621,1185.5377229790156
sheep,none,organic,621,579.3242474706816
pigs,none,organic,621,36.05514435603371
poultry,layer,organic,621,22944.081510238204
poultry,broiler,organic,621,0.0
cattle,dairy,organic,622,1670.2486045136895
cattle,beef,organic,622,2177.858648483778
sheep,none,organic,622,989.414150309403
pigs,none,organic,622,5.358702938514678
poultry,layer,organic,622,3770.088724200265
poultry,broiler,organic,622,0.4526607159007191
cattle,dairy,organic,711,610.2714244960702
cattle,beef,organic,711,735.7780003505259
sheep,none,organic,711,561.4584093653343
pigs,none,organic,711,5.924067865231621
poultry,layer,organic,711,8489.923243186853
poultry,broiler,organic,711,2218.901901023813
cattle,dairy,organic,731,283.0368164082696
cattle,beef,organic,731,708.316349978764
sheep,none,organic,731,440.52505219395306
pigs,none,organic,731,12.659540158591936
poultry,layer,organic,731,6663.072318267263
poultry,broiler,organic,731,1928.2917869040932
cattle,dairy,organic,811,919.4037968180191
cattle,beef,organic,811,523.4927088726412
sheep,none,organic,811,396.9551348056214
pigs,none,organic,811,40.25290281399177
poultry,layer,organic,811,11058.147398710924
poultry,broiler,organic,811,9915.498820012992
cattle,dairy,organic,812,1197.6819109797448
cattle,beef,organic,812,412.8285668035263
sheep,none,organic,812,510.3925415373319
pigs,none,organic,812,11.20140326422548
poultry,layer,organic,812,2691.74431195754
poultry,broiler,organic,812,728.0584446639263
cattle,dairy,organic,813,328.96119143330696
cattle,beef,organic,813,401.2701689951885
sheep,none,organic,813,293.45232115037976
pigs,none,organic,813,24.916969572100665
poultry,layer,organic,813,125734.13985050024
poultry,broiler,organic,813,2994.8624845327845
cattle,dairy,organic,814,504.6810443807162
cattle,beef,organic,814,547.7291207335807
sheep,none,organic,814,346.11549136866535
pigs,none,organic,814,2.161973174183385
poultry,layer,organic,814,1758.7907710286015
poultry,broiler,organic,814,1636.993971930916
cattle,dairy,organic,821,1008.9990687470151
cattle,beef,organic,821,1289.8219013301884
sheep,none,organic,821,1092.2321529879905
pigs,none,organic,821,25.814584357171174
poultry,layer,organic,821,511.2814800748535
poultry,broiler,organic,821,2349.570792957639
cattle,dairy,organic,831,411.408511632076
cattle,beef,organic,831,846.4485431960844
sheep,none,organic,831,770.4414546350447
pigs,none,organic,831,8.196855050475559
poultry,layer,organic,831,13062.83449906672
poultry,broiler,organic,831,4987.702597470306
cattle,dairy,organic,911,553.1074556423233
cattle,beef,organic,911,384.03088720167113
sheep,none,organic,911,1487.5276048197718
pigs,none,organic,911,21.949441877597145
poultry,layer,organic,911,6953.958036758388
poultry,broiler,organic,911,54.20505375113572
cattle,dairy,organic,912,1114.3493223424568
cattle,beef,organic,912,773.7096192543327
sheep,none,organic,912,2996.9319008213542
pigs,none,organic,912,42.47276103447859
poultry,layer,organic,912,13456.096040441274
poultry,broiler,organic,912,103.08086361723898
cattle,dairy,organic,913,624.9032625948748
cattle,beef,organic,913,433.8798038273368
sheep,none,organic,913,1680.6153017270697
pigs,none,organic,913,29.66419405813634
poultry,layer,organic,913,9398.123279165582
poultry,broiler,organic,913,72.55887746911513
cattle,dairy,organic,1011,241.0043387759669
cattle,beef,organic,1011,662.1823025338533
sheep,none,organic,1011,610.3266380077106
pigs,none,organic,1011,16.643454185931592
poultry,layer,organic,1011,2917.21660677559
poultry,broiler,organic,1011,6218.179103777806
cattle,dairy,organic,1111,369.8180421995135
cattle,beef,organic,1111,745.9341745990981
sheep,none,organic,1111,272.3760780204127
pigs,none,organic,1111,61.21594070809873
poultry,layer,organic,1111,554.0286101271537
poultry,broiler,organic,1111,849.4014679122654
cattle,dairy,organic,1112,413.5470587741555
cattle,beef,organic,1112,823.7889882854828
sheep,none,organic,1112,238.74636708684048
pigs,none,organic,1112,40.54709162670583
poultry,layer,organic,1112,3661.590091892243
poultry,broiler,organic,1112,173.4476350557021
cattle,dairy,organic,1121,340.4106248267721
cattle,beef,organic,1121,653.4565106774635
sheep,none,organic,1121,374.9053967723774
pigs,none,organic,1121,50.486292990606735
poultry,layer,organic,1121,4612.62815666442
poultry,broiler,organic,1121,1727.4316993307957
cattle,dairy,organic,1122,511.4501137569864
cattle,beef,organic,1122,751.0290285329972
sheep,none,organic,1122,390.709274014968
pigs,none,organic,1122,33.171827167859504
poultry,layer,organic,1122,4020.700805988447
poultry,broiler,organic,1122,1218.7807260060106
cattle,dairy,organic,1123,233.51949167894773
cattle,beef,organic,1123,290.7011471514553
sheep,none,organic,1123,160.30151932134777
pigs,none,organic,1123,14.165909414987857
poultry,layer,organic,1123,10728.743511782352
poultry,broiler,organic,1123,1446.5029307614238
cattle,dairy,organic,1124,290.28548516535704
cattle,beef,organic,1124,453.1992131341361
sheep,none,organic,1124,266.0988487314469
pigs,none,organic,1124,10.405462853337475
poultry,layer,organic,1124,2851.9426637512693
poultry,broiler,organic,1124,647.4763267766048
cattle,dairy,organic,1131,300.3689970081659
cattle,beef,organic,1131,608.340160403931
sheep,none,organic,1131,291.0341997606985
pigs,none,organic,1131,22.673892265585497
poultry,layer,organic,1131,19790.370688289637
poultry,broiler,organic,1131,280.02460296891775
cattle,dairy,organic,1211,30.8680810110472
cattle,beef,organic,1211,115.090243816724
sheep,none,organic,1211,297.44522213785035
pigs,none,organic,1211,34.878175486299845
poultry,layer,organic,1211,2609.2622431668306
poultry,broiler,organic,1211,0.0848064928375787
cattle,dairy,organic,1212,69.54040857753525
cattle,beef,organic,1212,254.3877263724007
sheep,none,organic,1212,126.72509909811104
pigs,none,organic,1212,23.60413553130883
poultry,layer,organic,1212,8955.038081590294
poultry,broiler,organic,1212,202.90893532077123
cattle,dairy,organic,1213,167.66719400555945
cattle,beef,organic,1213,493.4150399556135
sheep,none,organic,1213,219.1688705371738
pigs,none,organic,1213,7.615080055019218
poultry,layer,organic,1213,5959.042125576472
poultry,broiler,organic,1213,370.9009784424278
cattle,dairy,organic,1214,27.611202146337053
cattle,beef,organic,1214,264.14962827566626
sheep,none,organic,1214,87.39566812398756
pigs,none,organic,1214,3.3937223890288637
poultry,layer,organic,1214,1387.2423273688923
poultry,broiler,organic,1214,456.8423434032517
cattle,dairy,organic,1215,586.9382897922412
cattle,beef,organic,1215,1082.0410731287618
sheep,none,organic,1215,574.4571383278086
pigs,none,organic,1215,50.90980215226244
poultry,layer,organic,1215,9675.942814009071
poultry,broiler,organic,1215,161.12408522024558
cattle,dairy,organic,1216,131.47676533764636
cattle,beef,organic,1216,278.6810006103606
sheep,none,organic,1216,150.67149346361003
pigs,none,organic,1216,24.476562265448425
poultry,layer,organic,1216,12242.66554290757
poultry,broiler,organic,1216,67.24292924102434
cattle,dairy,organic,1221,361.9189957644456
cattle,beef,organic,1221,744.2871646170727
sheep,none,organic,1221,332.32695461062696
pigs,none,organic,1221,35.29341390319923
poultry,layer,organic,1221,5225.657403328872
poultry,broiler,organic,1221,192.1938538674463
cattle,dairy,organic,1222,130.6624402095428
cattle,beef,organic,1222,218.05386993216703
sheep,none,organic,1222,181.49089693477973
pigs,none,organic,1222,6.670767506469644
poultry,layer,organic,1222,1391.8633095236123
poultry,broiler,organic,1222,496.6902939530947
cattle,dairy,organic,1311,941.0952730039936
cattle,beef,organic,1311,585.7145481258653
sheep,none,organic,1311,538.4376698716336
pigs,none,organic,1311,87.10272642422626
poultry,layer,organic,1311,31353.889787185915
poultry,broiler,organic,1311,1929.4921576146528
cattle,dairy,organic,1321,882.9072710213792
cattle,beef,organic,1321,525.7283682107505
sheep,none,organic,1321,442.3830227148441
pigs,none,organic,1321,52.75903128764502
poultry,layer,organic,1321,19165.041409249912
poultry,broiler,organic,1321,1452.761705455188
cattle,dairy,organic,1322,428.3771383514848
cattle,beef,organic,1322,447.6214307357241
sheep,none,organic,1322,359.5721575836633
pigs,none,organic,1322,30.452188464578235
poultry,layer,organic,1322,22762.240939938267
poultry,broiler,organic,1322,553.1598049644022
cattle,dairy,organic,1331,654.9199043264068
cattle,beef,organic,1331,611.0782536373857
sheep,none,organic,1331,744.4754328345208
pigs,none,organic,1331,65.62296569607935
poultry,layer,organic,1331,25965.9147428933
poultry,broiler,organic,1331,0.0876912414015602
cattle,dairy,organic,1411,305.5888741141018
cattle,beef,organic,1411,1089.9918193271703
sheep,none,organic,1411,1007.8853179465464
pigs,none,organic,1411,0.8442816489813839
poultry,layer,organic,1411,2626.9101843789263
poultry,broiler,organic,1411,0.3433074984135543
cattle,dairy,organic,1412,517.9211488965615
cattle,beef,organic,1412,1084.5923163770258
sheep,none,organic,1412,919.3141674624012
pigs,none,organic,1412,10.484571520079031
poultry,layer,organic,1412,6166.4127992945405
poultry,broiler,organic,1412,0.0
cattle,dairy,organic,1421,327.5109553337413
cattle,beef,organic,1421,765.3781382222452
sheep,none,organic,1421,751.5388024644867
pigs,none,organic,1421,19.38834190375596
poultry,layer,organic,1421,1534.8636168404862
poultry,broiler,organic,1421,137.68130424919616
cattle,dairy,organic,1511,2734.722673954293
cattle,beef,organic,1511,2962.571807403684
sheep,none,organic,1511,1934.9116768531508
pigs,none,organic,1511,14.33929389187811
poultry,layer,organic,1511,11236.84020986627
poultry,broiler,organic,1511,15.922046135425008
cattle,dairy,organic,1512,773.8335251961194
cattle,beef,organic,1512,367.3004385605697
sheep,none,organic,1512,264.4874881791815
pigs,none,organic,1512,253.9830727629464
poultry,layer,organic,1512,24764.856922128027
poultry,broiler,organic,1512,0.0
cattle,dairy,organic,1521,421.08165900797496
cattle,beef,organic,1521,985.1237080838788
sheep,none,organic,1521,1141.3209689388354
pigs,none,organic,1521,18.13326826093524
poultry,layer,organic,1521,2880.5600905803885
poultry,broiler,organic,1521,48.63928848913567
cattle,dairy,organic,1522,373.8517753919879
cattle,beef,organic,1522,889.5136020302821
sheep,none,organic,1522,585.3940701029007
pigs,none,organic,1522,31.19812873360661
poultry,layer,organic,1522,6724.714843127294
poultry,broiler,organic,1522,0.0
cattle,dairy,organic,1611,412.3074825519735
cattle,beef,organic,1611,457.93458794385583
sheep,none,organic,1611,290.77333759571565
pigs,none,organic,1611,43.0110269469887
poultry,layer,organic,1611,1507.9281564647515
poultry,broiler,organic,1611,535.6331000842123
cattle,dairy,organic,1612,1232.4677161857232
cattle,beef,organic,1612,1456.8250079560833
sheep,none,organic,1612,765.2281764416132
pigs,none,organic,1612,38.19748354011795
poultry,layer,organic,1612,529.3047111461049
poultry,broiler,organic,1612,1975.6808778125587
cattle,dairy,organic,1613,1237.164366219184
cattle,beef,organic,1613,1526.4720514295516
sheep,none,organic,1613,716.811270785956
pigs,none,organic,1613,31.808862440307696
poultry,layer,organic,1613,1256.2936050969397
poultry,broiler,organic,1613,1011.4869171664106
cattle,dairy,organic,1614,1330.1174819853734
cattle,beef,organic,1614,933.4608608645856
sheep,none,organic,1614,512.4013442798406
pigs,none,organic,1614,66.46343904179486
poultry,layer,organic,1614,2043.412605955668
poultry,broiler,organic,1614,18899.79982180261
cattle,dairy,organic,1615,706.4138478852452
cattle,beef,organic,1615,754.8127613159425
sheep,none,organic,1615,535.436556183803
pigs,none,organic,1615,56.078354756537344
poultry,layer,organic,1615,504.30344620172747
poultry,broiler,organic,1615,15205.569767848954
cattle,dairy,organic,1616,1373.0516183422014
cattle,beef,organic,1616,696.4267039963225
sheep,none,organic,1616,511.3155777969182
pigs,none,organic,1616,154.1026014341657
poultry,layer,organic,1616,14041.731834467057
poultry,broiler,organic,1616,12416.144106465434
cattle,dairy,organic,1617,629.2369247840468
cattle,beef,organic,1617,366.4737866627912
sheep,none,organic,1617,368.1337057578395
pigs,none,organic,1617,59.53507964719882
poultry,layer,organic,1617,2396.2747163434065
poultry,broiler,organic,1617,7261.933468671335
cattle,dairy,organic,1621,841.4949183670917
cattle,beef,organic,1621,1079.1910548053168
sheep,none,organic,1621,876.59185231408
pigs,none,organic,1621,102.3156345437901
poultry,layer,organic,1621,18985.427423442816
poultry,broiler,organic,1621,1102.4943084262602
cattle,dairy,organic,1622,437.3140419529208
cattle,beef,organic,1622,605.2208236663901
sheep,none,organic,1622,443.8779293438571
pigs,none,organic,1622,122.50249170888944
poultry,layer,organic,1622,34211.470679701015
poultry,broiler,organic,1622,2369.570476919489
cattle,dairy,organic,1623,321.6760943645125
cattle,beef,organic,1623,504.6047304678074
sheep,none,organic,1623,417.3986774139073
pigs,none,organic,1623,94.67146938907418
poultry,layer,organic,1623,17548.3733034189
poultry,broiler,organic,1623,15.123423772724694
cattle,dairy,organic,1711,467.402215737178
cattle,beef,organic,1711,993.6590505791862
sheep,none,organic,1711,541.5438025577805
pigs,none,organic,1711,6.671849167181017
poultry,layer,organic,1711,0.0
poultry,broiler,organic,1711,0.0
cattle,dairy,organic,1712,385.456936929907
cattle,beef,organic,1712,1066.7392351106434
sheep,none,organic,1712,562.5962625539398
pigs,none,organic,1712,84.2790798966145
poultry,layer,organic,1712,3910.1821900849936
poultry,broiler,organic,1712,0.0
cattle,dairy,organic,1713,405.0520858469745
cattle,beef,organic,1713,1221.2164984634503
sheep,none,organic,1713,623.0697647897366
pigs,none,organic,1713,4.288236335686551
poultry,layer,organic,1713,1097.8776050722995
poultry,broiler,organic,1713,0.0
cattle,dairy,organic,1721,213.6205600553626
cattle,beef,organic,1721,673.0892804724173
sheep,none,organic,1721,437.2433816160921
pigs,none,organic,1721,22.341319576475264
poultry,layer,organic,1721,1818.9631430545576
poultry,broiler,organic,1721,0.0
cattle,dairy,organic,1722,449.593887960366
cattle,beef,organic,1722,814.2273179394654
sheep,none,organic,1722,311.22568081188285
pigs,none,organic,1722,56.95589494386835
poultry,layer,organic,1722,2114.981586799191
poultry,broiler,organic,1722,0.0
cattle,dairy,organic,1723,64.33927919548435
cattle,beef,organic,1723,376.2037505250661
sheep,none,organic,1723,427.3565152658121
pigs,none,organic,1723,4.595461310252811
poultry,layer,organic,1723,3452.635515631771
poultry,broiler,organic,1723,0.0
cattle,dairy,organic,1724,152.5053292711578
cattle,beef,organic,1724,492.1619385498797
sheep,none,organic,1724,445.88329107289616
pigs,none,organic,1724,14.996180325926614
poultry,layer,organic,1724,39.49041558459262
poultry,broiler,organic,1724,0.0
cattle,dairy,organic,1811,400.88774507696553
cattle,beef,organic,1811,562.3409335142708
sheep,none,organic,1811,1035.679159974753
pigs,none,organic,1811,14.84840853180376
poultry,layer,organic,1811,74749.79155396466
poultry,broiler,organic,1811,260.36448974107094
cattle,dairy,organic,1812,537.0716676085844
cattle,beef,organic,1812,837.072589221083
sheep,none,organic,1812,940.9961280784954
pigs,none,organic,1812,40.01146217074168
poultry,layer,organic,1812,15453.212563498995
poultry,broiler,organic,1812,746.5005593530972
cattle,dairy,organic,1813,259.6768938297661
cattle,beef,organic,1813,544.439758496445
sheep,none,organic,1813,374.87552091986544
pigs,none,organic,1813,32.89687624948809
poultry,layer,organic,1813,12230.737495891042
poultry,broiler,organic,1813,70.09031069752075
cattle,dairy,organic,1821,220.06328824153863
cattle,beef,organic,1821,572.5368317308302
sheep,none,organic,1821,530.9682875127568
pigs,none,organic,1821,41.164592650188176
poultry,layer,organic,1821,15917.246382970105
poultry,broiler,organic,1821,0.5094567563645666
cattle,dairy,organic,1911,301.86601627777986
cattle,beef,organic,1911,470.1887093124522
sheep,none,organic,1911,496.6553189426756
pigs,none,organic,1911,89.41552459001998
poultry,layer,organic,1911,18628.53834144447
poultry,broiler,organic,1911,2393.0320748517
cattle,dairy,organic,1912,270.98526985173714
cattle,beef,organic,1912,278.33271249315595
sheep,none,organic,1912,265.1109445913622
pigs,none,organic,1912,19.393593076675906
poultry,layer,organic,1912,97.89177151627167
poultry,broiler,organic,1912,13.59284515509565
cattle,dairy,organic,1921,307.535193114763
cattle,beef,organic,1921,433.9304359791838
sheep,none,organic,1921,371.8374134421388
pigs,none,organic,1921,112.5984742782636
poultry,layer,organic,1921,10329.587117268142
poultry,broiler,organic,1921,26.07683402482611
cattle,dairy,organic,1922,208.5653278941894
cattle,beef,organic,1922,271.6723932338815
sheep,none,organic,1922,299.78107529781664
pigs,none,organic,1922,25.226559846649497
poultry,layer,organic,1922,2339.6300497348425
poultry,broiler,organic,1922,0.0612672714155727
cattle,dairy,organic,2011,860.1812903935875
cattle,beef,organic,2011,1382.561880529041
sheep,none,organic,2011,1035.769848115032
pigs,none,organic,2011,66.60254932177628
poultry,layer,organic,2011,20122.12240483742
poultry,broiler,organic,2011,0.0
cattle,dairy,organic,2012,438.6062362881728
cattle,beef,organic,2012,809.464169832867
sheep,none,organic,2012,995.5719084238082
pigs,none,organic,2012,5.848947955281656
poultry,layer,organic,2012,180.64166757555995
poultry,broiler,organic,2012,0.0
cattle,dairy,organic,2019,6.18255050638488
cattle,beef,organic,2019,21.055436604912263
sheep,none,organic,2019,22.86049646430853
pigs,none,organic,2019,0.0
poultry,layer,organic,2019,0.0
poultry,broiler,organic,2019,0.0
cattle,dairy,organic,2111,1108.2810003472575
cattle,beef,organic,2111,1712.150052095872
sheep,none,organic,2111,1269.7782686623984
pigs,none,organic,2111,6.107599690771844
poultry,layer,organic,2111,5534.338079671087
poultry,broiler,organic,2111,48.583136621493175
cattle,dairy,organic,2121,473.1954689840366
cattle,beef,organic,2121,906.3574355616254
sheep,none,organic,2121,739.9030947780581
pigs,none,organic,2121,1.1627315728149867
poultry,layer,organic,2121,17019.618648172636
poultry,broiler,organic,2121,38.5956825522496
cattle,dairy,organic,2122,71.21026906577283
cattle,beef,organic,2122,322.32061901581835
sheep,none,organic,2122,277.2910263033682
pigs,none,organic,2122,0.895004328810694
poultry,layer,organic,2122,1249.7837304389209
poultry,broiler,organic,2122,7.866643316810812
cattle,dairy,organic,2211,315.31321612759683
cattle,beef,organic,2211,330.3073973759362
sheep,none,organic,2211,228.16106374595896
pigs,none,organic,2211,2.31282011062825
poultry,layer,organic,2211,7107.56145065384
poultry,broiler,organic,2211,0.0
cattle,dairy,organic,2212,470.7126651259625
cattle,beef,organic,2212,479.1693068785488
sheep,none,organic,2212,355.13260077026257
pigs,none,organic,2212,21.61185651467245
poultry,layer,organic,2212,7593.819356151906
poultry,broiler,organic,2212,0.0
cattle,dairy,organic,2221,475.26651815261823
cattle,beef,organic,2221,625.4513595571607
sheep,none,organic,2221,351.6405011804357
pigs,none,organic,2221,17.74363324429942
poultry,layer,organic,2221,14.684996186862133
poultry,broiler,organic,2221,7.444119358831162
cattle,dairy,organic,2311,870.6359443930484
cattle,beef,organic,2311,1124.082130212774
sheep,none,organic,2311,686.3675345922579
pigs,none,organic,2311,3.7501787673326823
poultry,layer,organic,2311,3703.558922756137
poultry,broiler,organic,2311,0.0
cattle,dairy,organic,2312,452.0193755584744
cattle,beef,organic,2312,600.4009848995264
sheep,none,organic,2312,492.1115955866527
pigs,none,organic,2312,5.207179032454497
poultry,layer,organic,2312,4527.763730069073
poultry,broiler,organic,2312,0.0
cattle,dairy,organic,2319,166.13291284906495
cattle,beef,organic,2319,314.1719693609578
sheep,none,organic,2319,224.7728334377864
pigs,none,organic,2319,2.249237698471154
poultry,layer,organic,2319,1077.6012732284494
poultry,broiler,organic,2319,0.0
cattle,dairy,organic,2331,153.412567222457
cattle,beef,organic,2331,368.96989985525096
sheep,none,organic,2331,220.03873587065007
pigs,none,organic,2331,0.3291864755380119
poultry,layer,organic,2331,314.102391349728
poultry,broiler,organic,2331,4.316286462608488
cattle,dairy,organic,2411,318.179207588227
cattle,beef,organic,2411,92.23081861661436
sheep,none,organic,2411,165.75877674559328
pigs,none,organic,2411,5.96868899492418
poultry,layer,organic,2411,5182.086865388437
poultry,broiler,organic,2411,0.0
cattle,dairy,organic,2412,235.2304929912671
cattle,beef,organic,2412,36.06194484967103
sheep,none,organic,2412,55.93404373806328
pigs,none,organic,2412,7.2738714555791475
poultry,layer,organic,2412,536.2241805173804
poultry,broiler,organic,2412,0.0
cattle,dairy,organic,2413,263.37334380885505
cattle,beef,organic,2413,61.60630833226816
sheep,none,organic,2413,121.3964709852701
pigs,none,organic,2413,8.626855905891727
poultry,layer,organic,2413,2221.4905012227387
poultry,broiler,organic,2413,0.0
cattle,dairy,organic,2414,300.597508632862
cattle,beef,organic,2414,109.686477862152
sheep,none,organic,2414,133.37839898188597
pigs,none,organic,2414,2.1282872812643205
poultry,layer,organic,2414,3694.497925402617
poultry,broiler,organic,2414,0.0
cattle,dairy,organic,2415,46.03514937677751
cattle,beef,organic,2415,27.08655302032935
sheep,none,organic,2415,98.7629006321583
pigs,none,organic,2415,0.5598473827998359
poultry,layer,organic,2415,3.794677445845192
poultry,broiler,organic,2415,0.0
cattle,dairy,organic,2419,12.213996263370955
cattle,beef,organic,2419,6.143057765419472
sheep,none,organic,2419,19.68380930458311
pigs,none,organic,2419,0.135689192020386
poultry,layer,organic,2419,0.0
poultry,broiler,organic,2419,0.0
cattle,dairy,organic,2511,296.03653090760633
cattle,beef,organic,2511,118.69261770476244
sheep,none,organic,2511,187.862436084658
pigs,none,organic,2511,40.69468367586957
poultry,layer,organic,2511,5130.502325026402
poultry,broiler,organic,2511,0.0
cattle,dairy,organic,2512,159.13702106733078
cattle,beef,organic,2512,55.97780122702233
sheep,none,organic,2512,130.0082704151737
pigs,none,organic,2512,21.476038431061724
poultry,layer,organic,2512,4411.503418987265
poultry,broiler,organic,2512,0.0
cattle,dairy,organic,2519,1.4384359490471843
cattle,beef,organic,2519,5.747181785916739
sheep,none,organic,2519,13.46371071903414
pigs,none,organic,2519,0.0
poultry,layer,organic,2519,0.0
poultry,broiler,organic,2519,0.0
cattle,dairy,organic,2521,30.07768820443905
cattle,beef,organic,2521,23.06592755486485
sheep,none,organic,2521,12.859943119748158
pigs,none,organic,2521,0.9178533240309044
poultry,layer,organic,2521,222.64289302902856
poultry,broiler,organic,2521,0.0
horses,ponies and Icelandic horses,conventional,111,4696.170539024065
horses,ponies and Icelandic horses,conventional,112,2380.187219517199
horses,ponies and Icelandic horses,conventional,311,1301.7036727249015
horses,ponies and Icelandic horses,conventional,312,531.198454316737
horses,ponies and Icelandic horses,conventional,321,2422.462181768031
horses,ponies and Icelandic horses,conventional,322,349.53467626779286
horses,ponies and Icelandic horses,conventional,411,546.7732024092488
horses,ponies and Icelandic horses,conventional,421,941.7101441875775
horses,ponies and Icelandic horses,conventional,422,444.09778986286597
horses,ponies and Icelandic horses,conventional,431,913.6895043452861
horses,ponies and Icelandic horses,conventional,511,422.6288433464067
horses,ponies and Icelandic horses,conventional,512,470.6926737075885
horses,ponies and Icelandic horses,conventional,513,525.4847457363738
horses,ponies and Icelandic horses,conventional,514,1049.1771426116209
horses,ponies and Icelandic horses,conventional,515,1200.6491100083174
horses,ponies and Icelandic horses,conventional,521,628.0049579373967
horses,ponies and Icelandic horses,conventional,611,1105.6688497999771
horses,ponies and Icelandic horses,conventional,612,1415.1997532596133
horses,ponies and Icelandic horses,conventional,621,1154.983698023762
horses,ponies and Icelandic horses,conventional,622,2064.630930426199
horses,ponies and Icelandic horses,conventional,711,1720.770525166656
horses,ponies and Icelandic horses,conventional,731,1379.4846895211915
horses,ponies and Icelandic horses,conventional,811,1245.5715205679019
horses,ponies and Icelandic horses,conventional,812,514.6196875079951
horses,ponies and Icelandic horses,conventional,813,406.0957577289369
horses,ponies and Icelandic horses,conventional,814,689.2251745420881
horses,ponies and Icelandic horses,conventional,821,989.277704255279
horses,ponies and Icelandic horses,conventional,831,1817.8580872150194
horses,ponies and Icelandic horses,conventional,911,422.80016112868765
horses,ponies and Icelandic horses,conventional,912,851.8183369864213
horses,ponies and Icelandic horses,conventional,913,477.681501884891
horses,ponies and Icelandic horses,conventional,1011,1535.1948129728714
